label	tweet
n	@name Okay dass der nicht alle Tassen im Schrank hat wissen wir ja .... das sind die wahren Antidemokraten 😠😠😠
n	@name paar geile sehe da wird der slawe verrückt im kopp dat sag ich dir
hs	@name sag antworte mir oder ich ertränke deine onkel in spülbecken in küchee
n	@name Schade, dass @name und @name gerade mit #tatort und #carmennebel beschäftigt waren, sonst hätten sie auch berichten können.
n	@name schau bibel alles sie sagen dort selber es wird viele falsche prophete geben wo ihr zu denne aufseht weisst die euch in falsche richtung lenken leute behindert es muss große reinigung kommen damit große teil von schlechte mensche weg is weist damit mehr gute auf welt sind
n	"@name Schweizer Imam: ""Die Steinigung gehört zur Glaubensfreiheit""
http://
Schwangere Farzana in Pakistan gesteinigt
http://"
n	@name Schützt doch Prima ! 😂😂😂😂😂 http://
n	@name Sehr gut!
n	@name Sehr gute Aktion, würde sie ausdehnen, dass auch alle MESSER abzugeben sind, damit das GASTGEBER MESSERN endlich aufhört!
n	@name selber geschlachtet und gegerbt? 😂
n	"@name So sieht uns die Welt!
Deutsche SOLLEN!"
p	"@name Statt Wochenmärkte wird es demnächst jeden Samstag STEINIGUNGEN auf den Marktplätzen Deutschlands, wer will kann beim ORTS-MUFFTI einen NAMEN angeben, Datum der STEINIGUNG wird öffentlich ausgehängt!
STEINIGUNG in DORTMUND = http://"
n	@name STIMMT !!!
n	@name Stimmt, war nur eine klitzekleine Bombe.
n	"@name SYRISCHE VERBRECHER sollen doch auch FAMILIEN-ZUSAMMENGEFÜHRT werden, damit kämen gleich weiterer VEBRECHER aus SYRIEN nach ohne erst FLÜCHTEN zu müssen, gleich an die VERBRECHENS-FRONT, MERKELS FACHKRÄFTE für MESSERN und NIEDERSTECHEN?
SCHÖNE AUSSICHTEN für potentielle Opfer! http://"
n	@name Tatort wird heute spannend Ali!
n	@name und auch nur NACH öffentlichem Druck durch den offenen Brief der Angehörigen der Opfer
n	@name Und dagegen helfen nun mal 9mm Abstandshalter am besten.
hs	@name Und du bist ein vollgefressen ist fettes Schwein
n	@name Und Islamisten stellen gegenwärtig die mit Abstand größte Gefahr für Leben und Sicherheit in Deutschland und der Welt dar, Kommunisten(Mao, Stalin, Pol Pot) haben 100 Millionen Menschen getötet oder sind dafür durch Politik verantwortlich.
n	@name Union noch >30%? Viel zu viel!! Weit <20% muss das Ziel für Partei sein!!
n	@name Unsere Twitterblase zB ist voll mit Leuten, die Israel für sakrosankt halten. Außerdem möchte ich sehen, ob es einen ähnlichen Aufstand gibt, wenn mal einer öffentlich die Flagge irgendeines anderen Landes verbrennt.
n	@name Vermutlich in Kamerun.
n	@name Versorgungssuchende. Unter Migranten verstehe ich etwas anderes.
n	"@name Voll auf die Fresse 😂😂😂
Natürlich lehne ich Gewalt gegen Frauen 100% ab. Aber ich bezweifle dass Merkel eine Frau ist 😝😝😝"
n	@name Vollkommen RICHTIG erkannt, wie BUSH einst nach NINE/ELEVEN, was kein NATO BÜNDNISFALL wie gewertet, sondern TERRORANSCHLAG von 12 ARABERN, SCHRÖDER & Deutschland in den AFG ANGRIFFSKRIEG rissen, 13 Jahre dauerte und NULL ERREICHT nur TOTE Soldaten/Zivilisten/ZERSTÖRUNG, KOSTEN!
p	@name Von getarnt kann man in diesem Zusammenhang kaum sprechen. Es ist vielmehr Ausdruck dafür, dass die Fernsehschaffenden den Zuschauer für genau so einfältig und dumm halten wie sich selbst. @name #tatort 🖕🏿🖕🏻🖕
n	@name von Storch, eines Tages werden Sie im Archipel Gulag landen. Wir werden Sie aber retten!
n	@name vullah sogar einma bin mit auto aufahrt hochgefahren da haben almans grad laub weggemacht weisst aller hahahah wie sie hassblick auf mich geschoben haben wirklich ich habe in auge diese hass gesehen ih liebe deutsche aber die hassen glaube wegen bart sehe aus wie kanak
n	@name War nicht auf Dein Menue gemünzt, galt mir....kann mit vollem Magen nich mehr so gut schlafen wie früher mit gutem Wein, single Malt dazu!
n	@name War nur so ne Idee.
n	@name Was bildet sich diese Frau RIEMANN ein, als SHOW SCHAUSPIELERIN solche VERANSTALTUNG abzuliefern, schon TOLLDREIST was sie abliefert, passt in die SCHAUSTELLER RIEGE =JAN BÖHMER-BENGEL, TIL SCHWEIGER der besser schweigen sollte, 82 Mio. Bürgern / Bürgerinnen dermaßen anzumachen!
n	@name was is das für trojanische pferd hockt in diese atlantik brücke erzählt was von stolze deutsche jeder der dort hockt will deutsche vernichten
n	"@name Was ist nur mit meinem Deutschland geworden es wird ja immer unerträglicher und die ""Menschen"" hier kapieren es nicht 😝"
n	"@name Was müssen wir noch ertragen?

Da steht dieses Pack, schimpft auf Deutschland, ein Land in dem die zu Gast sind.

Das geht nicht mehr lange gut."
n	"@name Wegner, du rüttelst am Watschenbaum?
Eines Tages werden sie dich holen, mein Freund."
n	"@name Weil das Verfahren ein anderes ist. Die anderen Ländern lassen ihre Bürger ausreisen, nehmen sie aber nicht zurück, weil sie genau wissen, wer ausgereist ist, nämlich nur die unteren der Nahrungs und Intelligenzkette. Während wir kräftig ""Willkommen"" rufen 😂😂😂"
n	"@name Wenigstens haben ein paar Mann den Typen festgehalten und der Polizei übergeben.

Nu kann der Richter ihn ins Pflegeheim für psychisch Kranke stecken😇"
n	@name wenn ich lärm mache in diese kuhdorf wo ich bin ich schwöre alle hunde bellen überall geht licht an almans kommen in schlafanzug raus mit böse blick wolle den russen an kreuz hängn sehn muss ruhig seiiin
n	@name Wenn MERKEL KIPPT, kippen auch die KAUDER's, ALTMAIER's und Co.
n	@name Wenn sie irgendwo erscheint müssten sich alle Leute umdrehen und ihr den Rücken zudrehen. Natürlich ist der Boykott ihrer Filme das mindeste.
hs	@name wer is der hurnsohn daa links bieber felix kenne aber wer is diese sportlehrer hahahah der huen original er sieht aus wie sportlehrer hurnsohn war zu dumm für mathe oder deutsch hat sport durchgehauen freut sich nach 10 jahre studium auf seine 2 k netto
n	@name Wieso bin ich nicht dabei. Hallo ??? 👊👊👊👊
n	"@name Wieso klappte die Trennung von Tschechen und Slowaken so reibunglos?
War die EX kommunistisch dominierte CSR Bevölkerung/ Regierung bereiets 1993 DEMOKRATISCHER als Spanien und EU aktuell?
Tschechien-Slowakei: Die Scheidung, die zum Vorbild wurde!
http://"
n	@name Wir gedenken unseren tapferen Soldaten, sollen diese Gutmenschen gedenken wem sie wollen. Ich glaube unseren gefallenen Helden reicht das schon.
p	@name Wir höchste Zeit, das der Deutsche zum Gegenschlag ausholt! Ist schon schlimm genug das unsere Rente für diese Arschgesichter & Nichtsnutze draufgeht aber verprügeln & unsere Frauen opfern müssen wir nicht!
n	@name Wir wollen auch nicht vergessen, dass der polnische Präsident vor dem Sarg seines Bürgers kniet, obwohl dieser Präsident NICHTS mit diesem Anschlag zu tun hat.
n	@name Wo der Carsten Recht hat, da hat er nunmal Recht!
n	@name Wo leben Sie?
n	@name Wünsche Dir einen guten Appetit, lieber Günter, doch abends soll man seinem Magen nicht zu große Portionen zumuten! http://
n	@name Würde es nicht passen, wir würden sie abwählen.
n	@name Ziehe mit deinen linksextremen Kommunistenfreunden nach Nordkorea.
n	@name Österreich und Deutschland arbeiten eng zusammen.
n	@name „Einen fall“ als ob es nur einen Fall gäbe...
n	"@news @name @name Irgendwas an dieser #Glyphosat-Story irritiert.
Es macht den Eindruck als ob die große Linie diesmal die ist, dass es verboten werden wird, und all diejenigen einlenken müssen die es weiter erlauben wollen.
Läuft doch bei Umweltthemen in der Regel umgekehrt. Was steckt dahinter?"
n	@news @name Die Bildungsmisere in unseren Schulen ist in der Polizistenausbildung angekommen.
n	@news @name Genauso wie in Deutschland 😝😝😝
n	@news Das nennen Sie seriös?Das ist niveaulos.Aber das ist halt Staatsfernsehen, von uns zwangssubventioniert.Ich verstehe euch ja,ihr habt Angst um eure völlig überhöhten Gehälter aber die Tage der Blockparteien sind gezählt und alles was ihr gesagt habt ist gespeichert.Dumm gelaufen.
n	"@news Ja genau. Wir wissen ja alle wie richtig Umfragen liegen. Es gab eine irreversible Entscheidung am 23. Juni 2016 und die gilt und ist bindend.
Das die tagesschau jetzt schon anfängt einzelne Umfragen zu zitieren, die das eigene linksgrüne europhile Agendasetting bestätigen,..."
n	@news sollte unter ihrem Niveau und journalistischen Anspruch sein. Das Volk hat gesprochen. Die Anti-Demokraten kommen hier von links.
n	@news Was geht sie die Beleidigungen gegen Merkel an ?
n	Ab 1,85m zeigen sich germanische Gene
n	"Aber ich finde ja gut, dass man uns die jetzt nicht mehr als Flüchtlinge sondern Migranten verkauft, was bedeutet, die kommen um zu bleiben. Da wirkt ""refugees welcome"" ziemlich albern. http://"
n	"Aha.
Vielen Dank für die Stimmen.
#Shadowban trifft also zu.
Naja.
Interessant wars aber."
n	ALLE FRAUEN DIE JETZT IN URLAUB FAHREN- BITTE DIESE WICHTIGE WARNUNG VORHER ORDERN- UND LESEN NATÜRLICH http://
n	Alle Jahre wieder🎶🎶🎶 http://
n	Als haben wir noch nicht genug Terror im Land, nun holt man noch das Weibliche Wesen dazu... merken die Politiker noch irgendwas?  Terrorgefahr durch Frauen: 50 Islamistinnen zurück in Deutschland http://
n	"Am ""Arbeiten""... heult doch! http://"
n	"Armlänge Abstand, Anti-Vergewaltigungs-Armbändchen.
Die Reker steht wirklich mit beiden Beinen im Leben."
n	Auch dieses Tatort-Indoktrinations-Syndrom haben wir in #MitLinkenleben erwähnt... http://
p	auf ihre nachricht warten wer kennt nih eure stnadard sie wo schwänze in mund nehmen nach 1 burger king menü sondern richtige lady weisst aber meiste von euh noch zu jung das zu checken kommt mit alter
n	auf ruhig chillen und almans anschauen wie sie sich gegenseitig bei arabella zerfetzen
n	Autorenseite Ruth Broucq - Geschichten über Liebe, Neid, Leidenschaft, Sex, Geld, und Verbrechen http:// via @name
n	Berlin ist stolz darauf eine Stadt zu sein in der nicht abgeschoben wird Ausgerechnet der Freund von #AnisAmri der zuviel wußte den schob Berlin in einer RuckZuck Aktion ab und zwar ohne ihne auch nur Vernommen zu haben Ein Schelm wer böses dabei denkt http://
n	Beschlossen von einem fast leeren Bundestag. Lustiger wird's heute nicht mehr. http://
n	Bin gerade stark verballert
n	"Bremen: Polizist soll Chef von Einbrecherbande gewesen sein - FOCUS Online

http://"
n	"Bremen: Video zeigt den Angriff von linken Werder-Ultras auf Gäste einer Kneipe.

http://"
n	Bündnis 90/Die Grünen - So lügen die Grünen (Bundestagswahl 2017) http:// via @name
n	Da fragt man sich, wer in den anderen Städten NRWs für Ordnung sorgt. @name http://
hs	Da ist er wieder! Der gemeine #Rapefugee! #Asyl #Migranten #Merkel #Islam #Terror #AfD http://
n	"Da macht die ARD so einen feinen, politisch-korrekten #Tatort gegen fiese Rechte, und die armen Antifas heulen, dass ihr edler Kampf zu realistisch (vermummt, kindische Parolen, wohnen bei Mutti) dargestellt wird.
Irgendwas ist ja immer."
n	Dabei könnten diese Frühlingsrevolutionäre nur gewinnen. http://
n	"Dadurch sei ein Windfang beschädigt worden. Die Polizei habe ""Hinweise auf eine verdächtige Person"". Die Ermittlungen dazu dauerten an."
n	Danke für die Liste, werde sie alle umgehend folgen. http://
n	Danke! Ich fühle mich würdig vertreten mit dieser Entscheidung:) #Asyl #Migranten #Merkel #Islam #Terror #AfD http://
n	Danke! 😍 http://
n	Das @name und das LKA wußten also ein Jahr VOR Anis Amris Terroranschlag von seiner Gefährlichkeit und haben ihn deswegen überwacht. Damit zeigt sich, die einzigen die im Fall #AnisAmri alles richtig gemacht haben waren 2 Italienische Polizisten http://
n	Das Angela Merkel Rücktritts Lied .. http:// http://
n	Das Charaktermerkmal der amerikanischen Frau ist, für welches industrielles Essen großer Korporationen sie eine Vorliebe hat
n	das fällt der riemann aber zeitig ein, wo war die denn die letzten 40 jahre!🔫👹 http://
n	Das große Erfindervideo der Deutschen http://
n	DAS IST GANZ KLAR EINE FRECHHEIT UND DUMMHEIT - BERND VERZEIH IHNEN - DENN SIE WISSEN NICHT WAS SIE TUN http://
n	Das muss man nicht verstehen, dass der Täter wieder auf freien Fuss gesetzt wurde! Irgendwie verstehe ich unser ganzes Rechtssystem nicht mehr! POL-HB: Nr.:0685 --Tötungsdelikt Vor dem Steintor -  Tatverdächtiger stellt sich http:// via @name
n	"Das müsst ihr euch anhören, diese Frau sagt die Wahrheit über die Angst von Frauen vor Migranten !

#FrauenSchützen

Das ist Super! #AfDMeineWahl

Anschauen - Hammer!

Bitte teilen - Unbedingt! #AfD #Illner #Frauentausch #Köln

http://"
n	DAS VERDANKEN WIR IHNEN - FRAU MERKEL !!!👎👎👎👎😩😡 http://
n	de maiziere,der modernde rudi ratlos! http://
n	De Mazire möchte einen Beauftragten gegen Antisemitismus. Bin gespannt wer vorgeschlagen wird, how about Aiman Mazyek? Sawsan Chebli? Aydan Oezoguz? Aras Bacho? Muss schon jemand sein, der den muslimischen glauben gut vertuscht. http://
n	"Der muntere Prediger hier ist kein IS-Islamist, sondern ein ganz normaler moderater Imam mitten in #London.
Man könnte ihm stundenlang zuhören! http://"
n	Der Sachsenführer – Widukind http://
n	Der Volkslehrer auf einer BRD-Veranstaltung voller Gehirngewaschener http://
n	Deutsche Muslime feiern ihr Vaterland aber dort werden nichtdeutsche Christen verfolgt
n	Deutschland/Österreich und die #Visegradstaaten könnten ein Bollwerk gegen die #Flüchtlingspolitik der EU sein. Es muss ein Ruck durch die Staaten gehen der die Seuche der Toleranzverwahrlosung wegspült!Wir befinden uns in großer Gefahr! #AfD #FPÖ #FrontNational #TheLastJedi
n	DIE IST JA NICHT BLÖD- ABER DIE WÜRDE EH KEINER BELÄSTIGEN 😩😩😂😂😂😂😂😂 http://
n	DIE LEUTE MIT DURCHBLICK LEBEN LEIDER NICHT IN DEUTSCHLAND- HIER GIBT ES NUR DUMMKÖPFE DIE DIESE FRAU AUCH NOCH WÄHLEN- UNGLAUBLICH http://
n	"die sogenannten deutschen( schulz,merkel, gabriel, steinmeier,usw. sagen der welt was ""vorn"" ist! es gab zeiten, deutschland,deutschland über alles, sind wir daran schon vorbei oder kommt das noch? http://"
n	Die „Soldiers of Odin“ und das journalistische Totalversagen der SZ http:// http://
n	diese youtube läuft gerade weisst so zufällig dann kommt so lied von diese lil peep ich schau so er hat ruski untertitel wofür versteh nich wie er schleimen will bei uns macht total sauer😡😡
n	Dieser Hochverräter kollaboriert mit den Musels und leckt deren Zehen. http://
n	Dieser Tweet (via @name) von Gerald-kein-Geld-für-Rechts-Hensel sagt alles über dessen Geisteszustand. http://
n	Dieser Tweet beweist, dass die Dame von den Tagesthemen gar nicht weiß, wie Pimpfe aussahen. Nicht einmal die Frisur von Kurz trifft es annähernd. http://
n	Dieser Tweet hat bisher eine Antwort - und ich bekomme sie NICHT angezeigt.
hs	du denkst sie ist keine hure doch sag mir wieso gibt sie jedes wochenende arsch an kurden in club auf klo parallel dazu sitzt du auf twitter und träumst von familie
n	"Düsseldorf: Kneipe demoliert, Besucher verletzt – SEK sprengt Weihnachtsparty der Hells Angels

http://"
n	Ein Jahr nach dem Terroranschlag in Berlin: ein Kommentar von Thorsten Hinz http://
n	Ein Mann soll gegen 17:35 eine Plastiktüte mit einem Sprengsatz am S-Bahnhof Veddel abgestellt haben, welche dann explodierte. Täter ist auf der Flucht http://
n	"Eine 5jährige muss zusehen wie ihre Mutter von einer ""Männer""-Meute begrapscht wird.
In Deutschland.
Auf einem öffentlichen Parkplatz.
Normal. Keiner der Dauerempörten zu hören.
Palästinenserin wird "" schön"" genannt - #metoo-Gewinsel auf allen Kanälen."
n	einma so behindert wo kleine kind noch war chile in zimmer nachts wahche auf aufeinma ich shaue so ich seh so schatenmenshen die durch meine zimmer tanzen immemr näher kamen die udn haben sich dan aufgelös t konnte nix machen nic ma shrein ahhah behidnert wen man so überlegt
n	Einstweilige Verfügung bedeutet lediglich, dass die Behauptung nicht mehr verbreitet werden darf und nicht, dass es sich dabei um falsche Behauptungen handelt. http://
n	es gib t diese brüllaffen sie schrein ganze nact in dschungel ich gebe dir tipp wenn du eine kleine brüllaffe anpackst würde nich tr auen er schreit einma seine ganze volk kommt glaube nich das du ganze volk alleine schlachtest einfach nur gute tipp lass lieber
