label	text
n	Dann wechselt mit Eurer Seit zu VK.com da gibt es solche Faxen nicht
n	Hallo DDR......
n	Pornos sind erlaubt, freie Meinung nicht. ?
n	Das Volk braucht nicht das Inteernet
n	Das Volk braucht nur Mut und kraft!!!
n	"Habe den Beginn dieser Zensur vor Jahren mal bemerkt und meine Beobachtungen gepostet. Das Resultat war ein Shitstorm wegen ""Verharmlosung"" der Nazizeit. Soviel zum Thema ""wehret den Anfängen"". Willkommen im 4. Reich. Mich wundert nur noch, daß es Leute gibt, die was merken."
n	Wer zensiert hat Angst ? vor der Wahrheit
n	Kein Thema, nen günstigen Webspace mieten und einfach auf die Bilder und Videos die darauf gehostet sind verlinken. ??????
n	Facebook muss doch angeben wer die Urheberrechte an diese Bilder usw besitzt, oder?
n	das nennt sich dann frei Meinungsäusserung!!! Deutschland wie weit bist Du unter derAlten Merkel runtergekommen.
n	"Vor über 70 Jahren benutzte man die gleichen Werkzeuge - da hat ""eine"" was dagegen ""Abzusaufen"".....??? und für Ihre neuen ""Freunde"" schnell noch das Wahlrecht...... vor vielen hundert Jahren reichte auch ein Kreuz auf dem Papier.....☸✍???"
n	So weit ist es nun mal in Deutschland gekommen. Alle Politiker (Regierung) sind gut,und alle Flüchtlinge sind lieb artig und suchen nur Schutz. Der etwas anderes behauptet ist böse und wird zensiert. Und die Wahlzettel für nächstes Jahr haben sicher (vieleicht) auch ein gekennzeichnetes Feld das es gilt anzukreuzen damit man auch weiterhin diese schönen Zeiten erleben darf.
n	Wurde höchste Zeit ?
n	Zionisten allüberall...
n	"Die neue ""Demokratie"" muß eben halt ohne Presse und Meinungsfreiheit auskommen. Für die neue ""Demokratie"" gibt es auch noch ein anderes Wort, nur wie hieß das denn gleich nochmal? ;)"
n	Ich sage nur Maas
n	Sehr gut :D
n	Demokratie und Wahrheit = ?
n	Die Linksfaschisten dürfen weiter ihre Hasskommentare auf Deutschland posten und wollen es auch noch legalisieren lassen. Diese Einstellung passt ja zu den  Spionen von FB.
n	1933 ging das auch so los nur konforme meinungen waren legitim
n	Macht weiter! Unterstütze Euch!!
n	Staatlich gesteuert. Garantiert.aber wer zuletzt lacht ,lacht am längsten. ...sauerei
p	Haha lebt damit ihr fachisten oder geht verrecken :)
n	Ich habe nur zwei Mittelfinger, möchte aber noch wenigstens 1000Stck. dazu kaufen. Wer kann mir da helfen? Möchte sie alle hochhalten wie einst Effenberg.????????
n	Aber die IS ist herzlich Willkommen? Die Werte gehen unter..traurig
n	Ich weis nicht was die Wahrheit sagen mit Hetze zu tuen hat.
n	krass
n	Bedankt euch bei Herrn Maas.?
hs	Richtig so ihr fotzen! !!
n	mich haben sie auch gesperrt
hs	die dreckschweine habens auf unsere Frauen abgesehen es geht erst richtig los
	
	http://www.pz-news.de/region_artikel,-Gruppe-von-fuenf-Maennern-hindert-junge-Autofahrerin-an-Weiterfahrt-_dossier,-Blaulicht-_arid,1073415_dossierid,527.html
n	Was so ein kleiner Anruf an der richtigen Stelle doch bewirken kann. Wir sind immer wieder überrascht...
n	http://vk.com     es gibt auch was anderes außer Facebook....
n	Zensur?
n	Am besten eine andere seite aufmachen und hier posten....
n	Aus Stasiland ist sie entkommen zu Stasiland in ihrem Sinn wird sie unser freies und demokratische Land machen. Wir werden mit dieser Vogelscheuche noch was erleben :-D
n	@ Ich bin Patriot, aber kein Nazi
	
	Anonymous ist aus diesem Grund auf einen Russischen Server gewechselt. www.vk.com/anonymous.kollektiv
	
	Macht doch eure Seite da auch auf und postet es weiter, dass möglichst viele mitmachen und der Zensur entgegen wirken.
	
	Sollten alle machen, da Facebook diese Beiträge nicht löschen kann. Ist übrigens gleich wie Facebook aufgebaut. Und lustiger Fakt: Mann kann von vk.com direkt auf Facebook wieder posten... ?
n	2017 ist Wahl, dann sind hoffentlich viele dieser Verbrecher und Verräter, arbeitslos...
n	Einfach eine neue Seite eröffnen und jeden Tag hier für neue likes werben. Ganz einfach
n	DDR live und in Farbe
n	VK.com
n	Das ist wirklich Antidemokatisches Verhalten. Not in my NAME. Absolut Ekelhaft, Faschistisch und absolut Faktenwidrig. :-)
n	......das ist unsere Demokratie....mittlerweile nur noch Zensur....
n	Wenn sie diese Seite zensieren Dan macht ne neue Seite und wen die gesperrt wird wieder ne neue Seite und so weiter und so weiter. Weil jetzt den Kopf  hängen zulassen und die als Gewinner zusehen ist der ihr Ziel aber doch nicht unseres. DEN WIR SIND DIE PATRIOTEN
n	kommt endlich zu VK!
n	ihr werdet unsere Meinung und Unmut über die scheiße die die Politiker zu verantworten haben mit Sperrungen nicht ändern!!!!!!!!!  und noch eins liebes facebook team, es ist also in Ordnung das deutsche ihre Meinung nicht äußern dürfen, aber die tollen einwandere dürfen uns beschimpfen und bedrohen bis aufs äußerste?!!! das finde ich das allerletzte!!!!!!!!!!!!
n	Deswegen habe ich meine Freundesliste von den selbsterkorenen Nazijägern aussortiert.
	So stolz darauf, wenn sie jemanden erwischt haben.
	Das da ein gesamtes System über Bord geht und die Demokratie ausgehebelt wird, so weit haben die Nazijäger nicht gedacht.
	Aber was ist schon Demokratie in heutiger Zeit...
n	Zensur in der Demokratur!
n	Warum gründet ihr denn auf VK keine 2. Comunity?
n	macht doch einfach ne neue seite auf gleiches logo nameneu: bin kein nazi bin patriot und fertig u.s.w
n	Welcome in Germerica! Das ist die wahre Störung der Grundordnung der Demokratie, um es mit Gabriels Worten zu schreiben....
n	ZENSUR ! ! !
	
	DAS ENDE DER MEINUNGSFREIHEIT  ! ! !
	
	GLEICHSCHALTUNG DER MEDIEN
	
	ENDE DER GEWALTENTEILUNG
n	Na ja Frau Kahane kennt sich bestens damit aus.
n	Jepp, die deutsche Meinung unterdrücken, das passt zu allem was gerade läuft, deutsche sind nur dumme Arbeiter, die die fresse zu halten haben! Alle anderen sind mehr Wert, obwohl sie rein garnicht geleistet haben!
n	Es sollten wohl besser die Seiten der Islamisten kontrolliert bzw. blockiert werden, um deren Kommunikation zu unterbinden und dadurch Anschläge zu verhindern. Thilo Sarrazin hat Recht, Deutschland schafft sich ab!
n	Ja sicher klar in einer Demokratie werden wir Mundtot gemacht ,Hauptsache das Asylpack bekommt mehr Geld als jeder Hartz4 Empfänger , solche Sozialschmarotzer und Wirtschaftsflüchtlinge gehören des Landes verwiesen. So liebes Facebook jetzt könnt ihr mich wieder Mundtot machen, und mein Kommentar löschen.
hs	Pornobilder und tote Kinder verstoßen nicht gegen die Gemeinschaftsstandarts, wie mir heute mitgeteilt wurde... was für eine verlogene, beschissene Brut! Meinungsfreiheit ade... Zensur hallo!!
n	Demokratie sieht anders aus es reicht
n	Bei der Stasi gelernt wie es geht.
	Wenn irgendwelche Linken hier ausrasten wird weder gelöscht noch gesperrt. Was mir schon geschrieben wurde. Die Gutmenschen  nehmen das Recht der Meinungsfreiheit immer grosszügig  in Anspruch um das alles zu melden, was ihnen nicht passt. Nur die Meinung, die ich für richtig halte ist frei so denkt Merkel.
n	von mir werden täglich mindestens 2 kommentare entfernt keine naziparolen, sondern die beinharte wahrheit sag nur was ich mir denk aber das ist schon zu viel
n	Das war ja wohl klar das es so kommt,aber nichts für ungut auf das die Wahlen kommen !!!!
n	Ich hab ne Idee, nennt euch doch um:
	
	"""Ich bin kein Patriot sondern pädophil-antifaschistischer  Gewalttäter"""
	
	Vllt bekommt ihr dann sogar finanzielle Unterstützung.
n	Macht traurig schade euere Infos waren wertvoll
n	"Tja und das kommt raus wen man diese ganzen Faktislam Seiten Reportet mit ihrer Hetze:""Vielen Dank, dass du dir die Zeit genommen hast, einen möglichen Verstoß gegen die Gemeinschaftsstandards zu melden. Solche Meldungen sind sehr wichtig, damit wir eine sichere und einladende Nutzererfahrung auf Facebook sicherstellen können. Wir haben die von dir im Hinblick auf wegen Hassbotschaften gemeldete Seite geprüft und festgestellt, dass sie nicht gegen unsere Gemeinschaftsstandards verstößt."" Wie erwartet nichts sinnvolles."
n	wie lange noch
n	Gut das man Euch endlich mal Einhalt gebietet  ! - Gut gemacht Facebook - weiter so. Am besten alle diese Hetzaccounts gleich schliessen.
n	"Wie in der ""Zone"", da durfte auch keiner seine Meinung sagen! Hat sich nichts geändert!"
n	Macht weiter ihr seid wir.
n	Stasi 2.0 mehr kann man nicht dazu sagen!!!!!!!!!!!!!!!!
n	Die Stasi Merkel hat sie alle fest bei den Eiern. Armes Deutschland.  Macht trotzdem weiter so weit wie möglich.
n	Wir haben keine heimliche Diktatur unsere ist eine richtige Diktatur mittlerweile!
p	Verträgt Facebook die Wahrheit nicht mehr?? Ich bin geschockt, aber die ganze Salafistenscheiße darf jeder lesen! wie zu DDR Zeiten, da durften wir auch keine freie Meinung haben. Deutschland, wie tief sinkst du noch???
n	geht zu vk
n	und wieder schlägt der kleine Heiko Maas zu .... was ein scheiß...
n	Ist ja schlimmer wie die  Statssicherheit ! Deutsche dürfen bald garnichts mehr ,nur Ausländer die dürfen alles! Vierus aus dem Ausland eingeschleppt ,grade eben aus dem Nachrichten! Aber das Ist  OK! Deutschland werde wach!!!!
n	"Zensur in deutschland geht auf Stasi/kommunismus kurs,hauptsache über Putin aufregen,aber bei uns wird mehr verheimlicht,auserdem weis man hier nicht woran man ist,in russland weis man wenigstens was man ""darf"" und was nicht.dieses land wird ein schreckliches ende haben,ich hoffe nur ich werde es nicht erleben/müssen"
n	Willkommen im Merkel Land
	??
n	✌️gemeinsäm schaffe wir au das
n	Na dann linken wir die Quellen nur ohne bild... :D
n	Seit Tagen und Wochen verschwinden Beiträge auf Facebook, die gegen die linke Seite sprechen - und, um das gleich vorwegzunehmen, ich bin nicht rechts, dennoch fällt es in letzter Zeit verstärkt auf.
n	Keine Bange , wenn eine Regierung eine Facebook-Kontrolle beauftragt und pubertierende arbeitsscheue Antifa-Straftäter unter Vertrag hat ist das ein Zeichen von Angst und Ratlosigkeit und bedeutet das sie nicht mehr lange regiert
n	Klage einreichen; wenn euer Recht verletzt wird.
n	Also Leute, wenn wir nicht mehr unsere Meinung posten dürfen, dann bleibt uns wie 1989 nur noch ein Weg- alle auf die Straßen zu den Demos - wir sind das Volk ! (y)
n	Ich habe meine Meinung. ..werde diese weiter vertreten. ..und ich lasse mir nicht vorschreiben. .was ich zu denken habe.Manch einer denkt genauso. ..soll FB doch tun.. was sie wollen. ..ein kleiner Teil des Volkes wird sich dadurch nicht bremsen lassen.Kopf hoch
n	Und Veranstaltungen wie love Techno and hate germany bleiben bestehen?
n	VK ?
n	Meinungsfreiheit ade
n	Ein Textbeitrag Posten und immer mit nem neuen Account das Foto als ersten Kommentar darunter ☺☺☺
n	Kommt mir bekannt vor....
n	Bin mal gespannt wann wir gesperrt werden
n	Das ist die tolle Diktatur unserer Regierung! Die Ärsche! Ups darf ich das?
n	So viel zur Meinungsfreiheit.... Glückwunsch an dieser Stelle an Frau M. aus B. Die DDR 2.0 wächst?
n	"Nur noch zum Kotzen, in dieser sogenannten ""Demokratie""."
n	Macht neue Seite auf nicht aufgeben...meine geteilten Beitraege werden auch zum Teil geloescht...oeffnet Fake Profile wir muessen weiter teilen
	Wenn wir aufgeben ist alles verloren
n	"Diese Medien-Zauberei gab es früher und wird es immer geben! Durch solche ""falsch-Interpretationen"" kann man ganze Völker steuern oder beeinflussen! Ich gehe eher mit offenen Augen durch die Welt, sehe verschiedene Dokumentationen oder Talk-Show's im TV. Meine persönliche Meinung entsteht durch Realismus, Weltpolitik und die Meinungen von uns Menschen! Ich gehe neutral durch mein Leben, bin weder links oder rechts, noch als Nazi zu bezeichnen. Ich sehe nur auf der einen Seite eine ""überfütterte, egoistische Menschenmenge"" und auf der anderen Seite die, die den ""Kuchen"" haben wollen! Ein natürliches Verhalten, was denen von Kleinkindern sehr ähnelt! Profit daraus zu schlagen, dafür gibt es Machthaber"", die Markt- und Banken Wirtschaft, die Waffenindustrie, den Drogenhandel und vieles mehr!! Geld regiert die Welt, so war es und so wird es immer sein!! Geopfert wird dabei leider die Masse Volk, zu der wir nun mal gehören! Beten wir dafür, das wir noch lange in Frieden leben, unsere Grenzen schützen, bevor man uns unseren ""Kuchen"" weg nimmt..!!"
n	Unfuckingfassbar
n	Für mich ist diese Meinungsdiktatur und Gesinnungsterror der hier herrscht, schlimmer wie der in der DDR! Die Themen sind nur andere.
n	ABER WIR MACHEN WEITER !
n	Neue Seite und weiter gehts
p	Nicht wundern. ..lest mal welche Abstammung Herr Zuckerberg ist
n	Sven Lau wird wegen Terrorverdacht verhaftet, dass sie junge Leute radikalisieren usw. Aber seine Seite postet weiter fröhlich Videos... Aber uns gehen sie auf den Sack. Das verstehe wer will.
n	Wäre VK Kontakte eine Lösung
n	Dann müsst ihr auf das russische Netzwerk VK umsteigen, Da wird nicht zensiert
n	Auch das fadenscheinige sperren wird bald der Vergangenheit angehören... Traurig in der jetzigen Zeit nicht immer sofort die Wahrheit zu erfahren... Aber es lässt sich - Gott sei Dank - nicht aufhalten...
n	Au revoir, freie Meinung!
n	Haltet dennoch weiterhin  durch. Für unser Deutschland!
n	Stasi lässt grüßen
n	Meinungs Freiheit ist ein Grund recht das die Politika mit Füßen treten ich werde weiter sagen schreiben und Posten was ich für richtig halte das ist meine Meinung und die las ich mir von niemanden vor schreiben wenn es so weiter geht bin ich mir sicher das es bald Bürger krieg geben wird lange lässt sich das vollk den maul Korb nicht mehr gefallen es werden immer mehr
n	Habe die die Politiker auch schon gesperrt Wege lügen Verbreitung ???
n	Ich glaube man sollte FB bald verlassen...
n	Nicht unterkriegen lassen!
	Wer verbietet, der hat Angst! ;)
n	Macht weiter so , nicht unterkriegen lassen. Ich bleibe auf jeden Fall  hier. Wir müssen weiterkämpfen gegen die Dummen die unser Land kaputtmachen wollen
n	Nicht aufgeben!
n	Bitte gebt nicht auf :(
n	Wehrt Euch!
n	Macht ne neue Seite auf und fertig
n	Das war doch klar, dass Facebook auf der Seite der Amis, Merkel und Co. ist.
n	Um so erstaunlicher ist das ein Maximilian Marx hier im Facebook unbehelligt gegen unsere Heimat hetzen darf und dies von Facebook mir den üblichen Floskeln beim melden abgetan wird.
n	Meinungszensur und Unterdrückung! Langsam bekommen bestimmte Menschen Panik, da immer mehr Leute aufwachen! Lasst euch nicht durch soetwas aufhalten! Macht eine neue Seite, teilt den link und weiter gehts!!!
n	Die Bertelsmann Zensur lässt grüßen!
n	Machst du andere Website ,  andere namen
n	"Versucht auch andere Kommunikationswege.... versucht Euch zu ""dezentralisieren""... also mehrere Seiten und einer Führung etc."
	Leute müssen sich in den Städten z.B. auch in Stammtischen zusammenrotten etc.!!!
n	Zensur 2.0
n	Seid ihr bei vk.com?
n	soviel zur meinungsfreiheit
n	patrioten haha was zur hölle
n	Weiter immer weiter
	Der richtige deutsche ist der Phönix aus der Asche
p	Die werden alle noch ihr blaues Wunder erleben...ein Sturm wird über Deutschland wehen...
n	"Absolut unglaublich !! ? wie man als eigener Bürger von seinem Land schon fast verdrängt wird / die Wahrheit nicht mehr sagen darf / den Platz für ""andere"" räumen muss, weil man Heimatliebe groß schreibt und das hat mal sowas von garnix mit Faschismus zu tun, wie Cinderalla mit der NASA ... ? hört sich jetz vll übertrieben an, aber wenn ich da so manches höre / sehe wird mir schlecht, tut mir leid !! Aber ""wir schaffen das"" - ja klar !! ?"
n	Warum hält sich keiner der hohen Tiere an unsere verdammten Grundgesetze?????
	Es muss was passieren
n	Tja Zensur der Gruenen Nazis
n	Ja, diese Dreckszensur! Früher haben sich alle über die Stasi aufgeregt, aber was ist denn heute? Keiner, KEINER soll nochmal darüber ein Wort verlieren!! Zumal wir HEUTE ganz ander Probleme haben.
n	Natürlich ist es gelogen, die verbieten euch das Maul so einfach ist das!
n	Soviel zur Demokratie. ...armes Deutschland
n	War doch vorauszusehen. Die Angst geht um.
n	es könnten ja zu viele Leute aufwachen  ;-)  das ist der Grund ...
n	Ganz ehrlich? Ich hab von unsern Gutmenschen auch die Schnauze voll. Aber was ihr da zu euren Artikeln schreibt ist tatsächlich sehr häufig unsachlicher Mist. Ihr gebt keine Belege für eure Argumente ab und das macht eure Aussagen erstmal nur zu Unterstellungen. Warum sollte euch jemand glauben? Kann doch sein, dass ihr auch nur rechtsextreme Rattenfänger seid. Ihr solltet euch um mehr Glaubhaftigkeit bemühen.
n	"""Meinungsfreiheit""- ist in Deutschland nicht mehr aktuell!! Wenn es nach den Politikern gehen würde, dann würden wir schweigen, aber wen kümmern die Politiker?! Dann gehen wir eben alle (so wie zum Beispiel die ganzen Russlanddeutsche) auf die Straßen!!! ✊?✊?✊? Wir lassen uns nicht den Mund verbieten und sagen unsere Meinung bis es ALLE hören und verstehen!!! Nur GEMEINSAM sind wir stark!!! ✊?✊?✊?"
